RecipeId,Barcode,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,Description,Images,RecipeCategory,Keywords,RecipeIngredientQuantities,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions,extracted_image_urls,extracted_ingredients
114.0,*114*,Chicken Breasts Saltimbocca,39194.0,OzMan,PT6H,PT1H,PT7H,1999-08-14T20:09:00Z,Make and share this Chicken Breasts Saltimbocca recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/4/picn5ling.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/4/pickW002f.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/4/pic6wVin0.jpg"")",Chicken Breast,"c(""Chicken"", ""Poultry"", ""Meat"", ""European"", ""Weeknight"")","c(""6"", ""6"", ""6"", ""1/4"", ""1/4"", ""1"", ""1/2"", ""1/4"", ""1/3"", ""1"", ""1/2"", ""1/4"", ""1/4"", NA)","c(""boneless skinless chicken breast halves"", ""ham slices"", ""swiss cheese"", ""all-purpose flour"", ""parmesan cheese"", ""salt"", ""dried sage"", ""pepper"", ""dry white wine"", ""cornstarch"", ""water"", ""rice"")",5.0,5.0,511.9,29.5,9.6,124.9,1357.2,15.8,0.6,0.9,40.6,6.0,,"c(""Pound chicken breast halves until thin between  two sheets of waxed paper or  foil."", ""Place a slice of ham and cheese on each chicken piece.  Roll up and tuck  ends in; secure with small skewers or  wooden picks."", ""Combine flour, Parmesan  cheese, salt, sage and pepper in a shallow bowl."", ""Coat chicken rolls in flour  mixture.  Refrigerate chicken at least 1 hour."", ""In a large skillet, heat oil  over medium heat.  Add chicken rolls and cook, turning, until browned on all  sides."", ""Place browned chicken in a slow cooker."", 
""Combine soup and wine and pour  over chicken rolls."", ""Cover and cook on LOW 4 to 5 hours or until chicken is  tender."", ""Turn control to HIGH."", ""In a small bowl, dissolve cornstarch in water;  stir into cooking juices in cooker."", ""Cover and cook on HIGH 10 minutes."", ""Serve  with hot rice."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/4/picn5ling.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/4/pickW002f.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/11/4/pic6wVin0.jpg']","['boneless skinless chicken breast halves', 'ham slices', 'swiss cheese', 'all-purpose flour', 'parmesan cheese', 'salt', 'dried sage', 'pepper', 'dry white wine', 'cornstarch', 'water', 'rice']"
128.0,*128*,Caramel Apple Milkshakes,1530.0,Carole Reu,,PT25M,PT25M,1999-09-12T05:43:00Z,Make and share this Caramel Apple Milkshakes recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/8/picfvdzrj.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/8/picQZEhmD.jpg"")",Frozen Desserts,"c(""Beverages"", ""Dessert"", ""Apple"", ""Fruit"", ""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""< 30 Mins"", ""Easy"")","c(""3"", ""3/4"", ""1/2"", ""1"", ""1/4"")","c(""frozen yogurt"", ""1% low-fat milk"", ""applesauce"", ""cinnamon"")",5.0,2.0,208.7,6.5,4.2,26.4,185.3,31.2,0.9,10.9,8.3,4.0,,"c(""Place the yogurt, milk, cinnamon, and topping in a blender."", ""Cover and blend  until smooth."", ""Pour into 4 glasses."", ""Serve immediately."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/8/picfvdzrj.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/12/8/picQZEhmD.jpg']","['frozen yogurt', '1% low-fat milk', 'applesauce', 'cinnamon']"
142.0,*142*,Almond Fudge Banana Cake,104600.0,CoolMonday,PT1H,PT50M,PT1H50M,1999-08-20T08:51:00Z,Make and share this Almond Fudge Banana Cake recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/2/picZy4Zce.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/2/picBalUMf.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/2/pict7Ozd5.jpg"")",Dessert,"c(""Weeknight"", ""For Large Groups"", ""Oven"", ""< 4 Hours"")","c(""3"", ""1 1/2"", ""1/2"", ""3"", ""3"", ""1"", ""1 1/3"", ""1/3"", ""1"", ""1/2"", ""1/2"")","c(""DOLE&reg; Banana"", ""sugar"", ""margarine"", ""eggs"", ""amaretto liqueur"", ""vanilla extract"", ""all-purpose flour"", ""baking soda"", ""salt"")",5.0,23.0,224.8,9.2,1.8,34.9,246.8,33.9,1.9,21.8,3.8,,,"c(""Mash bananas and set aside.  Beat sugar and margarine until light and fluffy."", ""Beat in eggs, liqueur and vanilla."", ""Combine dry ingredients."", ""Stir in almonds."", ""Add to sugar mixture alternately with bananas."", ""Beat well."", ""Pour batter into greased 10-inch Bundt pan."", ""Bake in preheated 350°F oven 45 to 50 minutes or until toothpick inserted in center comes out almost clean and cake pulls away from side of pan."", ""Cool 10 minutes."", ""Remove cake from pan to wire rack to cool completely."", 
""Drizzle glaze over top and down side of cake.  Make 16-20 servings."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/2/picZy4Zce.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/2/picBalUMf.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/2/pict7Ozd5.jpg']","['DOLE&reg; Banana', 'sugar', 'margarine', 'eggs', 'amaretto liqueur', 'vanilla extract', 'all-purpose flour', 'baking soda', 'salt']"
143.0,*143*,Cherry Tomatoes on Provolone Garlic Bread,2178.0,troyh,PT1H10M,PT35M,PT1H45M,1999-08-16T06:03:00Z,Make and share this Cherry Tomatoes on Provolone Garlic Bread recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/3/picBwpb8U.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/3/picJwZRaN.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/3/picxHeUf1.jpg"")",Weeknight,"""< 4 Hours""","c(""2"", ""2"", ""1/4"", ""1"", ""3"", ""1/3"", ""3"", NA, ""3"", ""3"", ""4"", ""4"", ""1/4"")","c(""cherry tomatoes"", ""scallions"", ""parsley"", ""rosemary"", ""garlic"", ""extra virgin olive oil"", ""extra virgin olive oil"", ""garlic"", ""provolone cheese"", ""parmesan cheese"")",5.0,7.0,488.6,38.6,10.0,24.8,483.5,23.7,2.9,7.2,13.4,4.0,,"c(""For the tomatoes, mix tomatoes, scallions, parsley, rosemary, garlic, olive oil and vinegar in a shallow bowl."", ""Season with salt and pepper."", ""Cover bowl and let tomatoes marinate at room temperature for at least 1 hour, but preferably 3-4 hours."", ""Stir occasionally to distribute seasonings."", ""For the bread, combine olive oil and garlic and let mixture stand for about 10 minutes so flavors can mingle.  Meanwhile, heat the broiler."", ""Brush one side of each bread slice with garlic and olive oil mixture and broil them oiled-side up until lightly browned."", 
""Put a slice of provolone and a generous sprinkling of Parmesan on each slice, reserving a little of the parmesan for garnish."", ""Set aside.  Just before serving, heat up broiler again and toast cheese until bubbly."", ""Serve bread in shallow bowls, spooning about 3/4 cup of tomatoes and marinade over each slice, garnishing with remaining parmesan."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/3/picBwpb8U.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/3/picJwZRaN.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/14/3/picxHeUf1.jpg']","['cherry tomatoes', 'scallions', 'parsley', 'rosemary', 'garlic', 'extra virgin olive oil', 'extra virgin olive oil', 'garlic', 'provolone cheese', 'parmesan cheese']"
153.0,*153*,Amish Friendship Bread and Starter,1540.0,gowiththefro,PT1H10M,PT0S,PT1H10M,1999-09-06T21:41:00Z,"Many recipes have been posted for the Amish bread, but none have included the starter, so I thought I'd send this along.  Happy baking!  Amish Friendship Bread and Starter","c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/3/picjFhmLD.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/3/picldR2s3.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/3/picqwMJR8.jpg"")",Quick Breads,"c(""Breads"", ""Oven"", ""< 4 Hours"", ""Easy"")","c(""3"", ""3"", ""3"", ""1"", ""1/2"", ""3"", ""1"", ""2"", ""1"", ""1 1/2"", ""2"", ""1/2"", ""1/2"", ""1"", ""1"", ""1"", ""1/2"")","c(""sugar"", ""milk"", ""flour"", ""milk"", ""eggs"", ""vanilla extract"", ""flour"", ""sugar"", ""baking powder"", ""cinnamon"", ""salt"", ""baking soda"", ""instant vanilla pudding"", ""cinnamon"", ""sugar"")",5.0,50.0,615.9,21.3,4.0,42.4,374.9,100.0,2.3,65.2,8.5,,16-18 squares,"c(""Place ONE cup each sugar, milk, and flour in large glass or plastic bowl."", ""Cover lightly with plastic wrap and set on your counter at room temperature. Stir with a wooden spoon everyday for 17 days."", ""On day 18 do nothing."", ""On days 19, 20, and 21, stir."", ""On day 22, add 1 cup sugar, 1 cup milk, and 1 cup flour, and stir again."", ""On days 23, 24, 25, and 26 stir."", ""On day 27, add 1 cup milk, 1 cup flour, and 1 cup sugar and stir."", ""It's now ready to use to make the bread."", ""Give away two cups of the starter to two friends, use one to make the bread, and keep one to keep the starter going.  When you give away a cup of the starter, give these directions for keeping it going:  Do not refrigerate; Do not use metal spoon or metal bowl; Do not cover tightly, cover loosely with plastic wrap."", 
""AMISH FRIENDSHIP BREAD:  Mix oil, eggs, and vanilla with the starter mix."", ""In a separate bowl, mix flour, sugar, baking powder, cinnamon, salt, baking soda, vanilla pudding mix, and nuts."", ""Add to liquid mixture and stir thoroughly."", ""Pour into two large well-greased 9x5 inch loaf pans, or one Bundt pan, that have been sprinkled with a mixture of cinnamon, sugar, and flour."", ""Sprinkle more cinnamon and sugar on the tops of the unbaked loaves (or cake).  Bake at 325F for one hour or until done.""
)","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/3/picjFhmLD.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/3/picldR2s3.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/3/picqwMJR8.jpg']","['sugar', 'milk', 'flour', 'milk', 'eggs', 'vanilla extract', 'flour', 'sugar', 'baking powder', 'cinnamon', 'salt', 'baking soda', 'instant vanilla pudding', 'cinnamon', 'sugar']"
155.0,*155*,Light Cucumber Soup,1530.0,Carole Reu,PT8H,PT15M,PT8H15M,1999-09-07T16:24:00Z,Make and share this Light Cucumber Soup recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/5/jAqyjMulRhqQ8Jkd5Ch8_DSC_7660.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/5/pickuBJGX.jpg"")",Low Protein,"c(""Low Cholesterol"", ""Healthy"", ""Weeknight"", ""Easy"")","c(""2"", ""1 1/4"", ""1"", ""1"", ""4"", ""2"", ""1"", ""1/4"")","c(""cucumbers"", ""nonfat sour cream"", ""low sodium chicken broth"", ""onion"", ""fresh parsley"", ""fresh dill"", ""dill weed"", ""lemon juice"", ""white pepper"")",4.5,26.0,113.7,1.6,0.8,7.2,80.0,20.3,1.1,9.2,6.2,4.0,,"c(""Cut cucumbers into large chunks; place in a blender with remaining ingredients."", ""Puree; pour into bowl."", ""Cover and refrigerate for at least 8 hours."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/5/jAqyjMulRhqQ8Jkd5Ch8_DSC_7660.JPG', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/5/pickuBJGX.jpg']","['cucumbers', 'nonfat sour cream', 'low sodium chicken broth', 'onion', 'fresh parsley', 'fresh dill', 'dill weed', 'lemon juice', 'white pepper']"
159.0,*159*,Chicken Curry,148316.0,- Carla -,PT42M,PT1H5M,PT1H47M,1999-08-15T07:42:00Z,"Accompany curry with  pappadams and chutney.  This particular combination of spices, which includes  cardamom and cinnamon, gives a mild heat and rich fragrance to  the dish.  You can adjust the spices to suit your taste.","c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/9/picsDFqlH.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/9/picQp6jJX.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/9/picrxdPdC.jpg"")",Curries,"c(""Chicken"", ""Poultry"", ""Meat"", ""Asian"", ""Indian"", ""Weeknight"", ""< 4 Hours"")","c(""2 1/2"", ""2"", ""1/8"", ""1/2"", ""1/2"", ""1"", ""1"", ""1/2"", ""2"", ""2"", ""2"", ""2"", ""3"", ""2"", ""1"", ""3"", ""2"", ""1 1/2"", ""1/4"", ""3/4"", ""1/2"", NA, NA, NA, NA)","c(""cumin seeds"", ""red pepper flakes"", ""turmeric"", ""ginger"", ""clove"", ""salt"", ""black pepper"", ""boneless skinless chicken breasts"", ""butter"", ""fresh ginger"", ""garlic"", ""onions"", ""cinnamon sticks"", ""bay leaf"", ""cardamom pods"", ""whole canned tomatoes"", ""plain yogurt"", ""golden raisin"", ""fresh cilantro"", ""basmati rice"", ""cashews"", ""mango chutney"")",5.0,16.0,360.1,10.7,4.9,93.2,1251.6,38.0,4.6,23.5,31.1,4.0,,"c(""In a dry skillet over medium heat, toast coriander and cumin  seeds until fragrant, 1 to 2 minutes."", ""Transfer to spice grinder, add  crushed red-pepper flakes, and grind to a powder."", ""Place in a small  bowl, and add turmeric, ginger, cloves, salt, and black pepper."", ""Add  chicken, and toss to coat. Heat peanut oil in a large pot over medium-high heat.  Add  chicken, cooking until browned, 3 to 5 minutes."", ""Remove chicken."", ""Set  aside. Reduce heat, and add ginger, garlic, and onions."", 
""Cook until  softened and deep-brown in color, 8 to 10 minutes."", ""Add cinnamon  sticks, bay leaf, and cardamom pods; cook for 10 minutes."", ""Add  tomatoes, chicken stock, and cooked chicken."", ""Raise heat to medium  high, and cook until liquid is reduced, about 15 minutes."", ""Meanwhile,  toast pappadams."", ""Reduce heat to low, and stir in yogurt and  raisins."", ""Cook until warmed throughout; add cilantro."", ""Serve with  basmati rice, and garnish with cashews."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/9/picsDFqlH.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/9/picQp6jJX.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/15/9/picrxdPdC.jpg']","['cumin seeds', 'red pepper flakes', 'turmeric', 'ginger', 'clove', 'salt', 'black pepper', 'boneless skinless chicken breasts', 'butter', 'fresh ginger', 'garlic', 'onions', 'cinnamon sticks', 'bay leaf', 'cardamom pods', 'whole canned tomatoes', 'plain yogurt', 'golden raisin', 'fresh cilantro', 'basmati rice', 'cashews', 'mango chutney']"
179.0,*179*,Coconut Chicken Bites,1612.0,JANIC412,PT25M,PT40M,PT1H5M,1999-08-26T17:07:00Z,Make and share this Coconut Chicken Bites recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/9/picHQgcFk.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/9/picrgoOin.jpg"")",Lunch/Snacks,"c(""Chicken Breast"", ""Chicken"", ""Poultry"", ""Coconut"", ""Fruit"", ""Nuts"", ""Meat"", ""Weeknight"", ""Oven"", ""< 4 Hours"")","c(""1"", ""1"", ""1/2"", ""1/2"", ""1/4"", ""1/4"", ""1"", ""1/3"")","c(""chicken breast"", ""coconut"", ""flour"", ""salt"", ""black pepper"", ""garlic powder"", ""egg"", ""butter"")",5.0,29.0,1094.1,81.8,50.7,319.5,1046.4,34.6,7.9,3.3,57.0,2.0,,"c(""Heat oven to 400°F."", ""Mix flour, coconut, salt, pepper and garlic powder together."", ""Dip chicken bites in the egg, then in the flour mixture. Place the chicken bites onto a greased cookie sheet or baking pan."", ""Drizzle with melted butter."", ""Bake approximately 25 minutes or until the chicken is browned and cooked through."", ""Turn once during cooking."", ""This is good served with an apricot or plum dipping sauce.  Jan."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/9/picHQgcFk.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/17/9/picrgoOin.jpg']","['chicken breast', 'coconut', 'flour', 'salt', 'black pepper', 'garlic powder', 'egg', 'butter']"
180.0,*180*,Chocolate Pound Cake,1530.0,Carole Reu,PT1H41M,PT1H35M,PT3H16M,1999-09-06T04:19:00Z,I am resending this recipe.  This is the corrected version!  I really made a  goof up on the original.  Sorry about the mistake I've made.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/0/picecIIb4.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/0/pic7egTmQ.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/0/picQ2WcHF.jpg"")",Dessert,"c(""Weeknight"", ""Oven"", ""< 4 Hours"")","c(""3"", ""1 1/2"", ""3"", ""1 1/2"", ""3"", ""1 1/4"", ""3/4"", ""2"", ""3/4"", ""1/4"", ""13"")","c(""boiling water"", ""vanilla"", ""eggs"", ""cake flour"", ""sugar"", ""sugar"", ""baking powder"", ""salt"", ""unsalted butter"")",4.5,5.0,2905.2,168.7,101.2,1031.4,1092.8,321.9,9.2,178.0,38.2,1.0,,"c(""Preheat oven to 350°F."", ""Use a 8 x 4 x 2 1/2\"" loaf pan, (4 cups) or any 6 cup loaf  pan or fluted tube pan, greased and floured."", ""In a medium mixing bowl whisk  together the cocoa and water until smooth."", ""Allow to cool to room temperature  and lightly whisk in the vanilla and eggs."", ""In a large mixing bowl combine the  remaining dry ingredients and mix on low speed for 30 seconds to blend."", ""Add 1/2  the chocolate mixture and the butter."", ""Mix on low speed until the dry  ingredients are moistened."", 
""Increase to medium speed and beat for 1 minute to  develop the cake's structure.  Scrape down the sides."", ""Gradually add the  remaining chocolate mixture in 2 batches, beating 20 seconds after each addition to incorporate the ingredients and strengthen the structure.  Scrape down the  sides."", ""Scrape the batter into the prepared pan and smooth the surface with a  spatula."", ""The batter will be almost 1/2 inch from the top of a 4-cup pan."", ""(if your  pan is slightly smaller, use any excess batter for cupcakes.)  Bake for 50 to 60 minutes, (40 to 50 minutes in a fluted tube pan) or until a wooden toothpick  inserted in the center comes out clean."", 
""Place loosely with buttered foil over  the cake after 20 minutes to prevent over browning."", ""The cake should start to  shrink away from the sides of the pan only after removal from the oven."", ""Let the cake cool in the pan on a rack for 10 minutes."", ""Loosen the sides with a metal  spatula and invert onto a greased wire rack."", ""If baked in a loaf pan, to keep  the bottom from splitting, reinvert so that the top is up and cool completely  before wrapping airtight."", ""TOPPING:  This is for extra moistness and gives a subtle coffee accent."", 
""In a  small pan, stir together 1/4 cup water and 2 Tbsp sugar."", ""Bring to a full rolling boil."", ""Cover and remove from heat.  When cool, add 1 tbsp Kahlua."", ""When cake is baked, brush half the syrup onto the top."", ""Cool the cake 10 minutes and invert it onto a lightly greased rack."", ""Brush the bottom and sides with remaining syrup."", ""Reinvert onto rack, top side up, to finish cooling."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/0/picecIIb4.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/0/pic7egTmQ.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/0/picQ2WcHF.jpg']","['boiling water', 'vanilla', 'eggs', 'cake flour', 'sugar', 'sugar', 'baking powder', 'salt', 'unsalted butter']"
186.0,*186*,Coca-Cola Cake,1610.0,B  B Adams,PT1H,PT35M,PT1H35M,1999-08-24T04:53:00Z,Make and share this Coca-Cola Cake recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/6/01478391864.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/6/01478391854.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/6/pic6kpxiQ.jpg"")",Dessert,"c(""Weeknight"", ""Oven"", ""< 4 Hours"")","c(""2"", ""2"", ""1"", ""2"", ""1"", ""1"", ""1"", ""1/2"", ""1 1/2"", ""2"", ""1/2"", ""6"", ""1"", ""1"", ""1"", ""1"")","c(""flour"", ""sugar"", ""salt"", ""baking soda"", ""margarine"", ""buttermilk"", ""miniature marshmallows"", ""eggs"", ""margarine"", ""confectioners' sugar"", ""vanilla"")",5.0,9.0,1012.3,44.7,8.8,47.1,1006.8,148.8,2.8,116.3,9.2,8.0,,"c(""Combine flour, sugar, salt, cocoa and baking soda."", ""In small saucepan, bring butter and Coca-cola to a boil."", ""Add dry ingredients to mixture and then add buttermilk, eggs, and marshmallows."", ""(batter will be thin). Bake in 9x12 inch baking pan at 350 degrees for about 45 to 60 minutes or until tooth pick comes out clean."", ""Topping for coca-cola cake: Combine butter cocoa and coke in a small saucepan and bring to a boil."", ""Pour over sugar and mix well."", ""Add nuts an vanilla."", ""Pour over cake while still hot.""
)","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/6/01478391864.jpeg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/6/01478391854.jpeg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/6/pic6kpxiQ.jpg']","['flour', 'sugar', 'salt', 'baking soda', 'margarine', 'buttermilk', 'miniature marshmallows', 'eggs', 'margarine', ""confectioners' sugar"", 'vanilla']"
187.0,*187*,Chicken-Fried Steak With Cracked Pepper Gravy,275742.0,bugsbunnyfan,PT15M,PT1H20M,PT1H35M,1999-09-12T06:23:00Z,Make and share this Chicken-Fried Steak With Cracked Pepper Gravy recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/7/picvWKPo1.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/7/01491357081.jpeg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/7/picDd0awn.jpg"")",Steak,"c(""Poultry"", ""Meat"", ""Weeknight"", ""< 4 Hours"")","c(""1 1/2"", ""1 1/2"", ""2"", ""1"", ""2"", ""1/2"", ""1/2"", ""2"", ""4"", ""1/4"", ""2"", ""1 1/3"", NA, ""1"")","c(""flour"", ""salt"", ""pepper"", ""cayenne"", ""eggs"", ""bock beer"", ""unsalted butter"", ""flour"", ""milk"", ""salt"", ""cracked pepper"")",5.0,10.0,1635.7,147.3,34.5,241.1,1017.8,46.0,1.9,0.3,32.9,4.0,3 cups,"c(""Prepare the flour spice by blending the flour, salt, pepper, and cayenne. Set aside on a plate or wax paper."", ""Prepare the batter by mixing the eggs with a whisk, in a large bowl."", ""Add the cream, and beer. Whisk to blend."", ""Set aside. In a deep, heavy skillet, heat the oil to 350 degrees. While the oil is heating, prepare the round steaks by dredging them in the flour spice, taking care to evenly coat the meat. Shake off any  excess."", ""Dip the meat into the batter, and then again in the flour  spice, evenly coating the batter so it is dry on the outside. When  the oil temperature reaches 350 degrees (when a drop of batter sizzles when dropped in it), gently slide one steak into the hot oil. Cook the steak about 5 minutes."", 
""Turn in, taking care not to break  the coating, and cook the meat 5 more minutes, or until the batter is nicely browned. Drain the cooked steak on paper towels. Repeat with the other steaks."", ""Hold the cooked steaks in a 225 degree oven until all four are done. Pour Cracker-Pepper Gravy over the steaks and serve. Yield: 4 servings."", ""CREAM GRAVY Melt the butter in a heavy saucepan."", ""When the foam goes down, whisk in the flour. Continually whisk until the flour cooks, becoming a fragrant light brown."", 
""Slowly add the milk, continuing to whisk to  keep lumps from forming."", ""Season with salt and pepper."", ""Simmer gravy for 10 minutes to cook and reduce. Serve hot."")","['https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/7/picvWKPo1.jpg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/7/01491357081.jpeg', 'https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/18/7/picDd0awn.jpg']","['flour', 'salt', 'pepper', 'cayenne', 'eggs', 'bock beer', 'unsalted butter', 'flour', 'milk', 'salt', 'cracked pepper']"
